Sentence #,Word,POS,Tag
,.,.,O
Sentence: 1558,If,IN,O
,the,DT,O
,Printer,NNP,O
,self-test,JJ,O
,result,NN,O
,is,VBZ,O
,satisfactory,JJ,O
,",",",",O
,then,RB,O
,do,VBP,O
,the,DT,O
,Fault,NNP,O
,Isolation,NNP,O
,Procedure,NNP,O
,below,IN,O
,.,.,O
Sentence: 1559,Do,VBP,O
,a,DT,O
,check,NN,O
,of,IN,O
,the,DT,O
,Multi-input,NNP,O
,Printer,NNP,O
,as,IN,O
,follows,VBZ,O
,.,.,O
Sentence: 1560,Open,NNP,O
,these,DT,O
,circuit,NN,B-component
,breakers,NNS,I-component
,",",",",O
,wait,VB,O
,at,IN,O
,least,JJS,O
,10,CD,O
,seconds,NNS,O
,",",",",O
,then,RB,O
,close,VB,O
,the,DT,O
,circuit,NN,B-component
,breakers,NNS,I-component
,.,.,O
Sentence: 1561,These,DT,O
,circuit,NN,B-component
,breakers,NNS,I-component
,are,VBP,O
,inoperative,JJ,O
,and,CC,O
,should,MD,O
,remain,VB,O
,open,JJ,O
,.,.,O
Sentence: 1562,On,IN,O
,the,DT,O
,CDU-,NNP,B-component
,1,CD,O
,",",",",O
,push,VBP,O
,the,DT,O
,MENU,NNP,O
,Key,NNP,B-component
,.,.,O
Sentence: 1563,Go,VB,O
,to,TO,O
,the,DT,O
,ACARS-PART,NNP,O
,NUMBER,NN,O
,Page,NNP,O
,.,.,O
Sentence: 1564,Refer,NNP,O
,to,TO,O
,ACARS,NNP,O
,-,:,O
,System,NNP,O
,Test,NNP,O
,",",",",O
,or,CC,O
,ACARS,NNP,O
,-,:,O
,System,NNP,O
,Test,NNP,O
,",",",",O
,AMM,NNP,O
,TASK,NNP,O
,23,CD,O
,-,:,O
,27,CD,O
,-,:,O
,00,CD,O
,-,:,O
,700,CD,O
,-,:,O
,815,CD,O
,-,:,O
,001,CD,O
,or,CC,O
,ACARS,NNP,O
,-,:,O
,System,NNP,O
,Test,NNP,O
,",",",",O
,for,IN,O
,detailed,JJ,O
,instructions,NNS,O
,.,.,O
Sentence: 1565,Push,VBP,O
,the,DT,O
,Line,NNP,O
,Select,NNP,O
,Key,NNP,B-component
,(,(,O
,LSK,NNP,O
,),),O
,adjacent,JJ,O
,to,TO,O
,the,DT,O
,*,NN,O
,PRINT,NNP,O
,prompt,VB,O
,.,.,O
Sentence: 1566,If,IN,O
,the,DT,O
,ACARS-PART,NNP,O
,NUMBER,NN,O
,Page,NNP,O
,prints,NNS,O
,",",",",O
,then,RB,O
,there,EX,O
,was,VBD,O
,an,DT,O
,intermittent,JJ,O
,fault,NN,O
,.,.,O
Sentence: 1567,If,IN,O
,the,DT,O
,page,NN,O
,does,VBZ,O
,not,RB,O
,print,VB,O
,",",",",O
,push,VB,O
,and,CC,O
,hold,VB,O
,the,DT,O
,PRINTER,NNP,O
,TEST,NNP,O
,push-button,JJ,O
,for,IN,O
,1,CD,O
,second,JJ,O
,",",",",O
,then,RB,O
,release,NN,O
,the,DT,O
,push-button,JJ,O
,.,.,O
Sentence: 1568,The,DT,O
,printer,NN,O
,does,VBZ,O
,a,DT,O
,self-test,JJ,O
,and,CC,O
,prints,VBZ,O
,a,DT,O
,pattern,NN,O
,on,IN,O
,the,DT,O
,printer,NN,O
,paper,NN,O
,.,.,O
Sentence: 1569,The,DT,O
,FAIL,NNP,O
,or,CC,O
,FAULT,NNP,O
,Light,NNP,B-component
,stays,VBZ,O
,OFF,NNP,O
,.,.,O
Sentence: 1570,If,IN,O
,the,DT,O
,Printer,NNP,O
,Self-,NNP,O
,Test,NNP,O
,result,NN,O
,is,VBZ,O
,not,RB,O
,satisfactory,JJ,O
,",",",",O
,replace,VBP,O
,the,DT,O
,printer,NN,O
,.,.,O
Sentence: 1571,These,DT,O
,are,VBP,O
,the,DT,O
,tasks,NNS,O
,:,:,O
,Printer,NNP,O
,Removal,NNP,O
,",",",",O
,Printer,NNP,O
,Installation,NN,O
,.,.,O
Sentence: 1572,If,IN,O
,the,DT,O
,Printer,NNP,O
,Self-,NNP,O
,Test,NNP,O
,result,NN,O
,is,VBZ,O
,satisfactory,JJ,O
,",",",",O
,then,RB,O
,do,VBP,O
,the,DT,O
,Fault,NNP,O
,Isolation,NNP,O
,Procedure,NNP,O
,below,IN,O
,.,.,O
Sentence: 1573,If,IN,O
,the,DT,O
,page,NN,O
,does,VBZ,O
,not,RB,O
,print,VB,O
,",",",",O
,then,RB,O
,do,VBP,O
,the,DT,O
,Fault,NNP,O
,Isolation,NNP,O
,Procedure,NNP,O
,below,IN,O
,.,.,O
Sentence: 1574,On,IN,O
,CDU-,NNP,B-component
,1,CD,O
,",",",",O
,push,VBP,O
,the,DT,O
,MENU,NNP,O
,function,NN,O
,key,JJ,B-component
,.,.,O
Sentence: 1575,If,IN,O
,the,DT,O
,<,NN,O
,ACARS,NNP,O
,prompt,VB,O
,does,VBZ,O
,not,RB,O
,show,VB,O
,on,IN,O
,the,DT,O
,CDU-,NNP,B-component
,1,CD,O
,screen,NN,O
,",",",",O
,access,NN,O
,the,DT,O
,CMU,NNP,O
,PART,NNP,O
,NUMBERS,NNP,O
,page,NN,O
,on,IN,O
,CDU-,NNP,B-component
,2,CD,O
,.,.,O
Sentence: 1576,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,the,DT,O
,PRINT,NNP,O
,*,NN,O
,prompt,VB,O
,.,.,O
Sentence: 1577,If,IN,O
,the,DT,O
,PART,NNP,O
,NUMBERS,NNP,O
,Page,NNP,O
,prints,NNS,O
,on,IN,O
,the,DT,O
,printer,NN,O
,",",",",O
,go,VB,O
,to,TO,O
,ACARS,NNP,O
,/,NN,O
,CDU,NNP,B-component
,Interface,NNP,O
,Problem,NNP,O
,-,:,O
,Fault,NNP,O
,Isolation,NNP,O
,",",",",O
,23,CD,O
,-,:,O
,27,CD,O
,TASK,NNP,O
,810,CD,O
,.,.,O
Sentence: 1578,Do,VBP,O
,the,DT,O
,Repair,NNP,O
,Confirmation,NNP,O
,at,IN,O
,the,DT,O
,end,NN,O
,of,IN,O
,this,DT,O
,task,NN,O
,.,.,O
Sentence: 1579,If,IN,O
,the,DT,O
,PART,NNP,O
,NUMBERS,NNP,O
,page,NN,O
,does,VBZ,O
,not,RB,O
,print,VB,O
,",",",",O
,replace,VBP,O
,the,DT,O
,ACARS,NNP,O
,CMU,NNP,O
,.,.,O
Sentence: 1580,These,DT,O
,are,VBP,O
,the,DT,O
,tasks,NNS,O
,:,:,O
,ACARS,NNP,O
,Communications,NNP,O
,Management,NNP,O
,Unit,NNP,O
,(,(,O
,CMU,NNP,O
,),),O
,Removal,NNP,O
,",",",",O
,AMM,NNP,O
,TASK,NNP,O
,23,CD,O
,-,:,O
,27,CD,O
,-,:,O
,33,CD,O
,-,:,O
,020,CD,O
,-,:,O
,801,CD,O
,ACARS,NNP,O
,Communications,NNP,O
,Management,NNP,O
,Unit,NNP,O
,(,(,O
,CMU,NNP,O
,),),O
,Installation,NN,O
,",",",",O
,AMM,NNP,O
,TASK,NNP,O
,23,CD,O
,-,:,O
,27,CD,O
,-,:,O
,33,CD,O
,-,:,O
,420,CD,O
,-,:,O
,801,CD,O
,.,.,O
Sentence: 1581,Do,VBP,O
,the,DT,O
,Repair,NNP,O
,Confirmation,NNP,O
,at,IN,O
,the,DT,O
,end,NN,O
,of,IN,O
,this,DT,O
,task,NN,O
,.,.,O
Sentence: 1582,If,IN,O
,the,DT,O
,fault,NN,O
,continues,VBZ,O
,",",",",O
,do,VBP,O
,this,DT,O
,check,NN,O
,of,IN,O
,the,DT,O
,wiring,NN,O
,.,.,O
Sentence: 1583,Remove,NNP,O
,the,DT,O
,applicable,JJ,O
,ACARS,NNP,O
,CMU,NNP,O
,.,.,O
Sentence: 1584,This,DT,O
,is,VBZ,O
,the,DT,O
,task,NN,O
,:,:,O
,ACARS,NNP,O
,Communications,NNP,O
,Management,NNP,O
,Unit,NNP,O
,(,(,O
,CMU,NNP,O
,),),O
,Removal,NNP,O
,.,.,O
Sentence: 1585,Remove,NNP,O
,the,DT,O
,Multi-function,NNP,O
,Printer,NNP,O
,.,.,O
Sentence: 1586,This,DT,O
,is,VBZ,O
,the,DT,O
,task,NN,O
,:,:,O
,Printer,NNP,O
,Removal,NNP,O
,",",",",O
,AMM,NNP,O
,TASK,NNP,O
,31,CD,O
,-,:,O
,33,CD,O
,-,:,O
,01,CD,O
,-,:,O
,000,CD,O
,-,:,O
,801,CD,O
,.,.,O
Sentence: 1587,Examine,NNP,O
,the,DT,O
,wiring,NN,O
,between,IN,O
,the,DT,O
,CMU,NNP,O
,and,CC,O
,Multi-function,NNP,O
,Printer,NNP,O
,as,IN,O
,follows,VBZ,O
,(,(,O
,WDM,NNP,O
,23,CD,O
,-,:,O
,27,CD,O
,-,:,O
,32,CD,O
,),),O
,.,.,O
Sentence: 1588,If,IN,O
,you,PRP,O
,find,VBP,O
,a,DT,O
,problem,NN,O
,with,IN,O
,the,DT,O
,wiring,NN,O
,",",",",O
,then,RB,O
,do,VBP,O
,these,DT,O
,steps,NNS,O
,.,.,O
Sentence: 1589,Repair,NNP,O
,the,DT,O
,wiring,NN,O
,.,.,O
Sentence: 1590,Re-install,NNP,O
,the,DT,O
,applicable,JJ,O
,CMU,NNP,O
,.,.,O
Sentence: 1591,This,DT,O
,is,VBZ,O
,the,DT,O
,task,NN,O
,:,:,O
,ACARS,NNP,O
,Communications,NNP,O
,Management,NNP,O
,.,.,O
Sentence: 1592,Re-install,NNP,O
,the,DT,O
,Multi-function,NNP,O
,Printer,NNP,O
,.,.,O
Sentence: 1593,This,DT,O
,is,VBZ,O
,the,DT,O
,task,NN,O
,:,:,O
,Printer,NNP,O
,Installation,NN,O
,",",",",O
,AMM,NNP,O
,TASK,NNP,O
,31,CD,O
,-,:,O
,33,CD,O
,-,:,O
,01,CD,O
,-,:,O
,400,CD,O
,-,:,O
,801,CD,O
,.,.,O
Sentence: 1594,Do,VBP,O
,the,DT,O
,Repair,NNP,O
,Confirmation,NNP,O
,at,IN,O
,the,DT,O
,end,NN,O
,of,IN,O
,this,DT,O
,task,NN,O
,.,.,O
Sentence: 1595,If,IN,O
,the,DT,O
,<,NN,O
,ACARS,NNP,O
,prompt,VB,O
,shows,VBZ,O
,on,IN,O
,the,DT,O
,CDU-,NNP,B-component
,1,CD,O
,Screen,NNP,O
,",",",",O
,then,RB,O
,continue,VB,O
,.,.,O
Sentence: 1596,Access,NNP,O
,the,DT,O
,CMU,NNP,O
,PART,NNP,O
,NUMBERS,NNP,O
,Page,NNP,O
,.,.,O
Sentence: 1597,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,the,DT,O
,PRINT,NNP,O
,*,NN,O
,prompt,VB,O
,.,.,O
Sentence: 1598,If,IN,O
,the,DT,O
,PART,NNP,O
,NUMBERS,NNP,O
,Page,NNP,O
,prints,NNS,O
,on,IN,O
,the,DT,O
,printer,NN,O
,",",",",O
,then,RB,O
,there,EX,O
,was,VBD,O
,an,DT,O
,intermittent,JJ,O
,fault,NN,O
,.,.,O
Sentence: 1599,If,IN,O
,the,DT,O
,PART,NNP,O
,NUMBERS,NNP,O
,Page,NNP,O
,does,VBZ,O
,not,RB,O
,print,VB,O
,",",",",O
,do,VBP,O
,these,DT,O
,steps,NNS,O
,.,.,O
Sentence: 1600,On,IN,O
,each,DT,O
,of,IN,O
,these,DT,O
,systems,NNS,O
,",",",",O
,access,NN,O
,and,CC,O
,print,VB,O
,a,DT,O
,known,VBN,O
,printable,JJ,O
,CDU,NNP,B-component
,Screen,NNP,O
,page,NN,O
,.,.,O
Sentence: 1601,If,IN,O
,the,DT,O
,page,NN,O
,from,IN,O
,each,DT,O
,of,IN,O
,the,DT,O
,other,JJ,O
,systems,NNS,O
,printed,VBN,O
,",",",",O
,do,VBP,O
,these,DT,O
,steps,NNS,O
,.,.,O
Sentence: 1602,Replace,NNP,O
,the,DT,O
,printer,NN,O
,.,.,O
Sentence: 1603,These,DT,O
,are,VBP,O
,the,DT,O
,tasks,NNS,O
,:,:,O
,Printer,NNP,O
,Removal,NNP,O
,",",",",O
,Printer,NNP,O
,Installation,NN,O
,.,.,O
Sentence: 1604,Do,VBP,O
,the,DT,O
,Repair,NNP,O
,Confirmation,NNP,O
,at,IN,O
,the,DT,O
,end,NN,O
,of,IN,O
,this,DT,O
,task,NN,O
,.,.,O
Sentence: 1605,If,IN,O
,the,DT,O
,fault,NN,O
,continues,VBZ,O
,",",",",O
,do,VBP,O
,this,DT,O
,check,NN,O
,of,IN,O
,the,DT,O
,wiring,NN,O
,:,:,O
,Remove,NNP,O
,the,DT,O
,applicable,JJ,O
,ACARS,NNP,O
,CMU,NNP,O
,.,.,O
Sentence: 1606,This,DT,O
,is,VBZ,O
,the,DT,O
,task,NN,O
,:,:,O
,ACARS,NNP,O
,Communications,NNP,O
,Management,NNP,O
,Unit,NNP,O
,(,(,O
,CMU,NNP,O
,),),O
,Removal,NNP,O
,Examine,NNP,O
,the,DT,O
,wiring,NN,O
,between,IN,O
,the,DT,O
,CMU,NNP,O
,and,CC,O
,Terminal,NNP,O
,Block,NNP,B-component
,TB,NN,O
,3201,CD,O
,as,IN,O
,follows,VBZ,O
,(,(,O
,WDM,NNP,O
,23,CD,O
,-,:,O
,27,CD,O
,-,:,O
,32,CD,O
,),),O
,.,.,O
Sentence: 1607,If,IN,O
,you,PRP,O
,find,VBP,O
,a,DT,O
,problem,NN,O
,with,IN,O
,the,DT,O
,wiring,NN,O
,",",",",O
,then,RB,O
,do,VBP,O
,these,DT,O
,steps,NNS,O
,.,.,O
Sentence: 1608,Repair,NNP,O
,the,DT,O
,wiring,NN,O
,.,.,O
Sentence: 1609,Re-install,NNP,O
,the,DT,O
,applicable,JJ,O
,CMU,NNP,O
,.,.,O
Sentence: 1610,This,DT,O
,is,VBZ,O
,the,DT,O
,task,NN,O
,:,:,O
,ACARS,NNP,O
,Communications,NNP,O
,Management,NNP,O
,Unit,NNP,O
,(,(,O
,CMU,NNP,O
,),),O
,Installation,NN,O
,.,.,O
Sentence: 1611,Do,VBP,O
,the,DT,O
,Repair,NNP,O
,Confirmation,NNP,O
,at,IN,O
,the,DT,O
,end,NN,O
,of,IN,O
,this,DT,O
,task,NN,O
,.,.,O
Sentence: 1612,If,IN,O
,none,NN,O
,of,IN,O
,the,DT,O
,pages,NNS,O
,printed,VBN,O
,",",",",O
,do,VBP,O
,these,DT,O
,steps,NNS,O
,.,.,O
Sentence: 1613,Replace,NNP,O
,the,DT,O
,printer,NN,O
,.,.,O
Sentence: 1614,These,DT,O
,are,VBP,O
,the,DT,O
,tasks,NNS,O
,:,:,O
,Printer,NNP,O
,Removal,NNP,O
,",",",",O
,Printer,NNP,O
,Installation,NN,O
,.,.,O
Sentence: 1615,Do,VBP,O
,the,DT,O
,Repair,NNP,O
,Confirmation,NNP,O
,at,IN,O
,the,DT,O
,end,NN,O
,of,IN,O
,this,DT,O
,task,NN,O
,.,.,O
Sentence: 1616,If,IN,O
,the,DT,O
,fault,NN,O
,continues,VBZ,O
,",",",",O
,do,VBP,O
,this,DT,O
,check,NN,O
,of,IN,O
,the,DT,O
,wiring,NN,O
,.,.,O
Sentence: 1617,Remove,NNP,O
,the,DT,O
,Multi-function,NNP,O
,Printer,NNP,O
,.,.,O
Sentence: 1618,This,DT,O
,is,VBZ,O
,the,DT,O
,task,NN,O
,:,:,O
,Printer,NNP,O
,Removal,NNP,O
,",",",",O
,AMM,NNP,O
,TASK,NNP,O
,31,CD,O
,-,:,O
,33,CD,O
,-,:,O
,01,CD,O
,-,:,O
,000,CD,O
,-,:,O
,801,CD,O
,.,.,O
Sentence: 1619,Examine,NNP,O
,the,DT,O
,wiring,NN,O
,between,IN,O
,the,DT,O
,Multi-function,NNP,O
,Printer,NNP,O
,and,CC,O
,Terminal,NNP,O
,Block,NNP,B-component
,TB,NN,O
,3201,CD,O
,as,IN,O
,follows,VBZ,O
,(,(,O
,WDM,NNP,O
,31,CD,O
,-,:,O
,33,CD,O
,-,:,O
,01,CD,O
,),),O
,.,.,O
Sentence: 1620,If,IN,O
,you,PRP,O
,find,VBP,O
,a,DT,O
,problem,NN,O
,with,IN,O
,the,DT,O
,wiring,NN,O
,",",",",O
,then,RB,O
,do,VBP,O
,these,DT,O
,steps,NNS,O
,.,.,O
Sentence: 1621,Repair,NNP,O
,the,DT,O
,wiring,NN,O
,.,.,O
Sentence: 1622,Re-install,NNP,O
,the,DT,O
,Multi-function,NNP,O
,Printer,NNP,O
,.,.,O
Sentence: 1623,This,DT,O
,is,VBZ,O
,the,DT,O
,task,NN,O
,:,:,O
,Printer,NNP,O
,Installation,NN,O
,",",",",O
,AMM,NNP,O
,TASK,NNP,O
,31,CD,O
,-,:,O
,33,CD,O
,-,:,O
,01,CD,O
,-,:,O
,400,CD,O
,-,:,O
,801,CD,O
,.,.,O
Sentence: 1624,Do,VBP,O
,the,DT,O
,Repair,NNP,O
,Confirmation,NNP,O
,at,IN,O
,the,DT,O
,end,NN,O
,of,IN,O
,this,DT,O
,task,NN,O
,.,.,O
Sentence: 1625,Fault,NNP,O
,Isolation,NNP,O
,Procedure,NNP,O
,-,:,O
,MU,NNP,O
,or,CC,O
,NON,NNP,O
,Honeywell,NNP,O
,CMU,NNP,O
,.,.,O
Sentence: 1626,On,IN,O
,the,DT,O
,CDU,NNP,B-component
,",",",",O
,access,NN,O
,the,DT,O
,DFDAU,NNP,O
,Menu,NNP,O
,and,CC,O
,print,VB,O
,a,DT,O
,known,VBN,O
,printable,JJ,O
,Screen,NNP,O
,Page,NNP,O
,.,.,O
Sentence: 1627,If,IN,O
,the,DT,O
,page,NN,O
,from,IN,O
,the,DT,O
,DFDAU,NNP,O
,printed,VBD,O
,",",",",O
,examine,VBP,O
,the,DT,O
,wiring,NN,O
,as,IN,O
,follows,VBZ,O
,.,.,O
Sentence: 1628,Examine,NNP,O
,the,DT,O
,ARINC,NNP,O
,429,CD,O
,Bus,NN,O
,wiring,NN,O
,from,IN,O
,pins,NNS,B-component
,J,NNP,O
,12,CD,O
,and,CC,O
,K,NNP,O
,12,CD,O
,of,IN,O
,CMU,NNP,O
,connector,NN,B-component
,D,NNP,O
,1967,CD,O
,B,NNP,O
,to,TO,O
,the,DT,O
,common,JJ,O
,point,NN,O
,TB,NN,O
,3201,CD,O
,(,(,O
,WDM,NNP,O
,31,CD,O
,-,:,O
,33,CD,O
,-,:,O
,01,CD,O
,),),O
,.,.,O
Sentence: 1629,Examine,NNP,O
,the,DT,O
,ARINC,NNP,O
,429,CD,O
,Bus,NN,O
,wiring,NN,O
,from,IN,O
,pins,NNS,B-component
,A,DT,O
,and,CC,O
,B,NNP,O
,of,IN,O
,printer,NN,O
,connector,NN,B-component
,D,NNP,O
,2649,CD,O
,to,TO,O
,the,DT,O
,common,JJ,O
,point,NN,O
,TB,NN,O
,3301,CD,O
,(,(,O
,WDM,NNP,O
,23,CD,O
,-,:,O
,27,CD,O
,-,:,O
,14,CD,O
,),),O
,.,.,O
Sentence: 1630,Examine,NNP,O
,the,DT,O
,ARINC,NNP,O
,429,CD,O
,Bus,NN,O
,wiring,NN,O
,from,IN,O
,pins,NNS,B-component
,A,DT,O
,and,CC,O
,B,NNP,O
,of,IN,O
,printer,NN,O
,connector,NN,B-component
,D,NNP,O
,2649,CD,O
,to,TO,O
,the,DT,O
,common,JJ,O
,point,NN,O
,TB,NN,O
,3302,CD,O
,(,(,O
,WDM,NNP,O
,23,CD,O
,-,:,O
,27,CD,O
,-,:,O
,32,CD,O
,),),O
,.,.,O
Sentence: 1631,Examine,NNP,O
,the,DT,O
,ARINC,NNP,O
,429,CD,O
,Bus,NN,O
,wiring,NN,O
,from,IN,O
,pins,NNS,B-component
,J,NNP,O
,12,CD,O
,and,CC,O
,K,NNP,O
,12,CD,O
,of,IN,O
,CMU,NNP,O
,connector,NN,B-component
,D,NNP,O
,10727,CD,O
,B,NNP,O
,to,TO,O
,the,DT,O
,common,JJ,O
,point,NN,O
,TB,NN,O
,3201,CD,O
,(,(,O
,WDM,NNP,O
,31,CD,O
,-,:,O
,33,CD,O
,-,:,O
,01,CD,O
,),),O
,.,.,O
Sentence: 1632,If,IN,O
,you,PRP,O
,find,VBP,O
,a,DT,O
,problem,NN,O
,with,IN,O
,the,DT,O
,wiring,NN,O
,",",",",O
,then,RB,O
,repair,NN,O
,the,DT,O
,wiring,NN,O
,.,.,O
Sentence: 1633,Do,VBP,O
,the,DT,O
,Repair,NNP,O
,Confirmation,NNP,O
,below,IN,O
,.,.,O
Sentence: 1634,If,IN,O
,the,DT,O
,page,NN,O
,from,IN,O
,the,DT,O
,DFDAU,NNP,O
,does,VBZ,O
,not,RB,O
,print,VB,O
,",",",",O
,examine,VBP,O
,the,DT,O
,wiring,NN,O
,as,IN,O
,follows,VBZ,O
,.,.,O
Sentence: 1635,Examine,NNP,O
,the,DT,O
,ARINC,NNP,O
,429,CD,O
,Bus,NN,O
,wiring,NN,O
,from,IN,O
,pins,NNS,B-component
,E,NNP,O
,and,CC,O
,F,NN,O
,",",",",O
,of,IN,O
,printer,NN,O
,connector,NN,B-component
,D,NNP,O
,2649,CD,O
,to,TO,O
,the,DT,O
,common,JJ,O
,point,NN,O
,TB,NN,O
,3201,CD,O
,(,(,O
,WDM,NNP,O
,31,CD,O
,-,:,O
,33,CD,O
,-,:,O
,01,CD,O
,),),O
,.,.,O
Sentence: 1636,Examine,NNP,O
,the,DT,O
,ARINC,NNP,O
,429,CD,O
,Bus,NN,O
,wiring,NN,O
,from,IN,O
,pins,NNS,B-component
,KK,NNP,O
,and,CC,O
,LL,NNP,O
,",",",",O
,of,IN,O
,printer,NN,O
,connector,NN,B-component
,D,NNP,O
,2649,CD,O
,to,TO,O
,the,DT,O
,common,JJ,O
,point,NN,O
,TB,NN,O
,3201,CD,O
,(,(,O
,WDM,NNP,O
,31,CD,O
,-,:,O
,33,CD,O
,-,:,O
,01,CD,O
,),),O
,.,.,O
Sentence: 1637,If,IN,O
,you,PRP,O
,find,VBP,O
,a,DT,O
,problem,NN,O
,with,IN,O
,the,DT,O
,wiring,NN,O
,",",",",O
,then,RB,O
,repair,NN,O
,the,DT,O
,wiring,NN,O
,.,.,O
Sentence: 1638,Do,VBP,O
,the,DT,O
,Repair,NNP,O
,Confirmation,NNP,O
,below,IN,O
,.,.,O
Sentence: 1639,Replace,NNP,O
,the,DT,O
,Printer,NNP,O
,.,.,O
Sentence: 1640,These,DT,O
,are,VBP,O
,the,DT,O
,tasks,NNS,O
,:,:,O
,Printer,NNP,O
,Removal,NNP,O
,",",",",O
,Printer,NNP,O
,Installation,NN,O
,.,.,O
Sentence: 1641,Do,VBP,O
,the,DT,O
,Repair,NNP,O
,Confirmation,NNP,O
,below,IN,O
,.,.,O
Sentence: 1642,On,IN,O
,CDU-,NNP,B-component
,1,CD,O
,",",",",O
,access,NN,O
,the,DT,O
,CMU,NNP,O
,PART,NNP,O
,NUMBERS,NNP,O
,Page,NNP,O
,.,.,O
Sentence: 1643,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,the,DT,O
,PRINT,NNP,O
,*,NN,O
,prompt,VB,O
,.,.,O
Sentence: 1644,If,IN,O
,the,DT,O
,PART,NNP,O
,NUMBERS,NNP,O
,Page,NNP,O
,prints,NNS,O
,on,IN,O
,the,DT,O
,printer,NN,O
,",",",",O
,then,RB,O
,you,PRP,O
,have,VBP,O
,corrected,VBN,O
,the,DT,O
,problem,NN,O
,.,.,O
Sentence: 1645,If,IN,O
,the,DT,O
,page,NN,O
,does,VBZ,O
,not,RB,O
,print,VB,O
,",",",",O
,then,RB,O
,continue,VB,O
,the,DT,O
,Fault,NNP,O
,Isolation,NNP,O
,Procedure,NNP,O
,at,IN,O
,the,DT,O
,subsequent,JJ,O
,step,NN,O
,.,.,O
Sentence: 1646,On,IN,O
,CDU-,NNP,B-component
,1,CD,O
,",",",",O
,push,VBP,O
,the,DT,O
,MENU,NNP,O
,key,NN,B-component
,.,.,O
Sentence: 1647,Go,VB,O
,to,TO,O
,the,DT,O
,ACARS-PART,NNP,O
,NUMBER,NN,O
,Page,NNP,O
,.,.,O
Sentence: 1648,Refer,NNP,O
,to,TO,O
,ACARS,NNP,O
,-,:,O
,System,NNP,O
,Test,NNP,O
,",",",",O
,or,CC,O
,ACARS,NNP,O
,-,:,O
,System,NNP,O
,Test,NNP,O
,",",",",O
,AMM,NNP,O
,TASK,NNP,O
,23,CD,O
,-,:,O
,27,CD,O
,-,:,O
,00,CD,O
,-,:,O
,700,CD,O
,-,:,O
,815,CD,O
,-,:,O
,001,CD,O
,or,CC,O
,ACARS,NNP,O
,-,:,O
,System,NNP,O
,Test,NNP,O
,",",",",O
,for,IN,O
,detailed,JJ,O
,instructions,NNS,O
,.,.,O
Sentence: 1649,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,the,DT,O
,PRINT,NNP,O
,*,NN,O
,prompt,VB,O
,.,.,O
Sentence: 1650,If,IN,O
,the,DT,O
,ACARS-PART,NNP,O
,NUMBER,NN,O
,Page,NNP,O
,prints,NNS,O
,on,IN,O
,the,DT,O
,printer,NN,O
,",",",",O
,then,RB,O
,you,PRP,O
,have,VBP,O
,corrected,VBN,O
,the,DT,O
,problem,NN,O
,.,.,O
Sentence: 1651,If,IN,O
,the,DT,O
,ACARS-PART,NNP,O
,NUMBER,NN,O
,Page,NNP,O
,does,VBZ,O
,not,RB,O
,print,VB,O
,",",",",O
,then,RB,O
,continue,VB,O
,the,DT,O
,Fault,NNP,O
,Isolation,NNP,O
,Procedure,NNP,O
,at,IN,O
,the,DT,O
,subsequent,JJ,O
,step,NN,O
,.,.,O
Sentence: 1652,Use,NN,O
,this,DT,O
,task,NN,O
,when,WRB,O
,the,DT,O
,scratchpad,NN,O
,on,IN,O
,the,DT,O
,Aircraft,NNP,O
,Communications,NNP,O
,Addressing,VBG,O
,and,CC,O
,Reporting,NNP,O
,System,NNP,O
,(,(,O
,ACARS,NNP,O
,),),O
,pages,NNS,O
,shows,VBZ,O
,the,DT,O
,message,NN,O
,"""",'',O
,APM,NNP,O
,WARN,NNP,O
,"""",'',O
,while,IN,O
,on,IN,O
,the,DT,O
,ground,NN,O
,.,.,O
Sentence: 1653,These,DT,O
,are,VBP,O
,the,DT,O
,primary,JJ,O
,circuit,NN,B-component
,breakers,NNS,I-component
,related,VBN,O
,to,TO,O
,the,DT,O
,fault,NN,O
,.,.,O
Sentence: 1654,These,DT,O
,circuit,NN,B-component
,breakers,NNS,I-component
,are,VBP,O
,inoperative,JJ,O
,and,CC,O
,should,MD,O
,remain,VB,O
,open,JJ,O
,.,.,O
Sentence: 1655,If,IN,O
,the,DT,O
,APM,NNP,O
,WARN,NNP,O
,message,NN,O
,does,VBZ,O
,not,RB,O
,show,VB,O
,in,IN,O
,the,DT,O
,CDU,NNP,B-component
,scratchpad,NN,O
,",",",",O
,then,RB,O
,there,EX,O
,was,VBD,O
,an,DT,O
,intermittent,JJ,O
,fault,NN,O
,.,.,O
Sentence: 1656,If,IN,O
,the,DT,O
,APM,NNP,O
,WARN,NNP,O
,message,NN,O
,shows,VBZ,O
,in,IN,O
,the,DT,O
,CDU,NNP,B-component
,scratchpad,NN,O
,",",",",O
,then,RB,O
,do,VBP,O
,the,DT,O
,applicable,JJ,O
,fault,NN,O
,isolation,NN,O
,procedure,NN,O
,below,IN,O
,.,.,O
Sentence: 1657,ACARS,NNP,O
,Message,NNP,O
,APM,NNP,O
,WARN,NNP,O
,-,:,O
,Fault,NNP,O
,Isolation,NNP,O
,Procedure,NNP,O
